sector,labor_input_EH_initial,labor_input_EH_final,labor_input_GTAP,total_output_GTAP,final_demand_GTAP,labor_frac_value_added,value_added_EH_initial,value_added_EH_final,total_output_EH_initial,total_output_EH_final
pdr,15.329377711209926,15.724289310840582,41.10306,156.7289200000009,0.14819000000088545,0.0036053276812209466,0.055267429798116545,0.056691215519900195,-33.46664000659278,-34.249192958717025
wht,2.7330618602269494,2.8034703172070716,7.3282300000000005,59.34789000000092,0.06872000000088287,0.009377434933248937,0.025629109762822518,0.02628936048690407,-5.319365347060849,-5.444988885342854
gro,38.36169400877629,39.34995838786255,102.86021000000001,396.4104800000023,125.26517000000234,1.217819504743402,46.71761919888587,47.921146835580245,28.859908409562955,29.81312929573585
v_f,144.89728244352773,148.63009004145547,388.51686,1296.341039999994,678.0709399999942,1.7452806037812467,252.88641658930192,259.40121328761245,176.33681874905625,181.58616708603563
osd,88.99018034959276,91.28272314782906,238.61169,954.0868199999921,-148.78229000000772,-0.6235331135704529,-55.48832423057771,-56.91780057955551,-84.77767835517074,-86.93751367984035
c_b,6.473479758346542,6.640247926938008,17.35751,150.010250000001,8.608920000000921,0.49597666946474006,3.2106949303921284,3.293408051222858,-20.991550103314438,-21.35091674676974
pfb,0.5373386024971629,0.5511813853584842,1.44078,10.60891999999993,2.6628199999999342,1.8481794583489044,0.9930981673131638,1.018682114243842,-1.6848671092697098,-1.6717542322436798
ocr,35.634200288956116,36.55219965610461,95.54691,297.4902400000016,211.3024600000016,2.211504903716945,78.80520867905823,80.83536878111617,68.37142976223579,70.20960766788102
ctl,31.751274545502618,32.569242949523826,85.13552,321.9838700000018,56.65809000000199,0.6655047153056913,21.130622926997564,21.674984756844747,-60.24965473784809,-61.79298075030573
oap,55.34064730111246,56.766319233920065,148.38632,616.7712399999907,124.24521999999068,0.8373091266094521,46.337229057696206,47.53095717858695,-105.68120171167712,-108.39784054161474
rmk,9.753095810451201,10.004352628595866,26.15123,115.0022500000012,0.4943400000012115,0.018903126162754542,0.1843640005823918,0.18911353991503269,-28.351097298710407,-28.98414720163938
wol,1.311679339334681,1.3454704948439062,3.5170399999999997,24.47900999999978,11.185669999999782,3.180421604531021,4.171693309036996,4.279163430060604,3.283902847887504,3.3781847073613016
frs,7.124016081960002,7.307543204829708,19.10181,356.7104300000028,20.285800000002855,1.0619831314416202,7.5655849071603445,7.760487615809986,-119.41688205080179,-119.29128978385717
fsh,0.047595852559507996,0.048822005024673966,0.12762,40.0720999999998,12.5627199999998,98.43848926500391,4.685263821237837,4.805964417517335,-2.8392196284206253,-2.788573565033446
coa,0.028618689110168075,0.028618689110168075,0.16711,3.899790000000023,-0.5171899999999781,-3.0949075459277005,-0.08857219688161809,-0.08857219688161809,-0.13946527975881257,-0.14053884461603644
oil,20.6175383118955,20.6175383118955,120.38974999999999,1611.642749999994,-335.17088000000626,-2.7840483097606423,-57.400222688657955,-57.400222688657955,-142.97533655761842,-142.97593938585132
gas,14.312332982616635,14.312332982616635,83.57245,843.0369199999942,-6312.493250000006,-75.53318408159633,-1081.056081813085,-1081.056081813085,-1067.385324589499,-1067.3941490124362
omn,133.0045807889357,133.0045807889357,608.06342,3627.745659999987,0.0,0.0,133.0045807889357,133.0045807889357,86.30424106632097,86.29746671078976
cmt,11.38482574399108,11.678118781110781,30.526429999999998,821.1906899999836,678.3632899999836,22.222162565356765,252.99544846122856,259.5130540113898,218.48582231558265,224.58727057718124
omt,10.197577373532392,10.460284814682735,27.34303,740.1369999999845,616.7386699999845,22.555608138526875,230.01255919970473,235.938085297367,199.87620481462739,205.4232274880301
vol,5.063628845048224,5.194076786563269,13.57724,1319.197199999976,47.71923999997625,3.5146495163948086,17.796880671451543,18.255359466012095,8.032674882536517,8.273160396015284
mil,22.153926298030385,22.72465021372183,59.4019,396.5360300000039,291.1728800000039,4.901743546923649,108.59286527039256,111.3904075412081,95.51907160848545,98.16053884941756
pcr,1.2780989399892955,1.3110250056382826,3.4269999999999996,139.5723200000023,116.29930000000228,33.936183250657216,43.37379983994747,44.49118483753467,37.28028139814628,38.312633948864956
sgr,13.954830225299816,14.314331075932353,37.41745,292.8026200000042,204.82979000000418,5.474178224331272,76.39122774357611,78.35919947173731,54.277925834594264,56.004051552443755
ofd,19.98701341179584,20.501913858962702,53.5917,769.5935799999867,458.8019899999865,8.561064306599464,171.11010711525014,175.51820295494247,123.64433555258817,127.31594496240493
b_t,70.45492851400078,70.45492851400078,78.20145000000001,921.0174499999864,479.84362999998655,6.135994025686052,432.31102044204664,432.31102044204664,316.8060413010461,315.4992111411305
tex,17.00161222959418,17.00161222959418,18.870939999999997,108.1444800000024,57.146340000002425,3.0282720415624462,51.48550697636622,51.48550697636622,41.786442066087524,41.76571029130896
wap,63.24254977131235,63.24254977131235,70.19606999999999,398.1065899999925,169.1061999999925,2.4090550938249464,152.3547866730577,152.3547866730577,105.12313522341717,105.01903844984507
lea,44.845523371269614,44.845523371269614,49.77629,283.1770500000034,102.95909000000339,2.0684363981325924,92.76011283443991,92.76011283443991,63.376337065238545,63.311757840968106
lum,79.56106818615866,79.56106818615866,88.30881,729.3413499999876,283.6893599999878,3.212469514649646,255.5875061009965,255.5875061009965,93.61295050082404,93.59074986250194
ppp,40.63256794564368,40.63256794564368,45.10012,384.9241199999911,60.396389999991165,1.33916251220598,54.41361176746837,54.41361176746837,0.2800107243300758,0.06741662442876262
p_c,0.6797893419166019,0.6797893419166019,3.96942,2456.712769999981,767.7974399999807,193.42811796181326,131.49037301742788,131.49037301742788,-165.19169433852537,-165.69274670517282
