sector,labor_input_EH_initial,labor_input_EH_final,labor_input_GTAP,total_output_GTAP,final_demand_GTAP,labor_frac_value_added,value_added_EH_initial,value_added_EH_final,total_output_EH_initial,total_output_EH_final
Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GasB,0.6448654557497864,0.44781098857552465,2.98976,122.0018700000019,0.0,0.0,0.6448654557497864,0.44781098857552465,-11.261958250790414,-7.371633145628871
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HydB,0.98333052378773,0.6828497480018998,4.55897,122.6974899999997,0.0,0.0,0.98333052378773,0.6828497480018998,-10.991404281220609,-7.181192738767219
OilB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OthB,0.2755069115709345,0.19131901287303635,1.27732,20.12254999999982,0.0,0.0,0.2755069115709345,0.19131901287303635,-1.6884783308700466,-1.0984702569365266
GasP,0.2609089190748326,0.181181795268014,1.2096399999999998,40.03783000000056,0.0,0.0,0.2609089190748326,0.181181795268014,-3.646725932808041,-2.3850370477977396
HydP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OilP,0.11240971881306819,0.07806017031668779,0.5211600000000001,20.43330999999981,0.0,0.0,0.11240971881306819,0.07806017031668779,-1.881928670650837,-1.2316612818600285
SolP,0.003651655037810354,0.002535802217095564,0.01693,0.4683500000000002,0.0,0.0,0.003651655037810354,0.002535802217095564,-0.0421144285453975,-0.02752036486604871
gdt,2.0215631310559234,1.4038249003947922,9.37248,91.88365999999976,-48.29495000000023,-5.152846418450637,-10.416804339533371,-7.233694110131127,-22.860369242109304,-13.34783250680468
wtr,7.400019618993598,5.138762003008561,34.308370000000004,177.5778500000021,108.71968000000213,3.168896686143997,23.449897648029374,16.28420588221652,11.296274741406876,7.929620242645349
cns,364.2302005841998,122.43602016630803,453.03742,2374.984399999978,2325.264319999978,5.132609840485093,1869.451511720323,628.4163219354239,1843.9959533041897,619.1336955431566
trd,776.2253959041363,298.0937311785748,932.65049,3961.170209999977,1179.6417799999774,1.2648272773651548,981.7910541231181,377.0370824062171,488.0561888966505,18.48427597416321
otp,488.2297101062612,190.67315070886454,842.95389,3270.426779999985,1709.6019699999852,2.028108524417611,990.1828369404475,386.705842330212,877.6804292858965,337.7556853786478
wtp,24.9141147890936,9.729954293287227,43.01551,199.6113800000018,72.24151000000178,1.6794293500182094,41.84149560652652,16.34077081448225,45.30380971929361,18.787823663154263
atp,56.950645438576565,22.241495705604255,98.32824,485.6084500000025,159.36733000000254,1.620768662187003,92.30382141816808,36.04831923981018,65.68713391206813,23.935703554041652
cmn,27.729895365840186,21.64495315477599,77.71343999999999,753.0850599999928,342.4580199999928,4.40667688883664,122.1966890385062,95.38231482710307,65.51728237317351,60.46069093642585
ofi,120.83963766832561,95.90134936437062,449.32744,701.6895200000022,425.9918000000023,0.9480654019260482,114.56387965461914,90.92075133038239,65.97733146415737,61.195262666426515
isr,68.77938601855591,54.58503562992217,255.74775,427.3179800000024,0.0,0.0,68.77938601855591,54.58503562992217,57.982792815142815,47.23630568409415
obs,432.68784930376,240.6671526926228,362.45835999999997,1121.238469999993,89.0100399999933,0.24557314666433216,106.2565166769467,59.101389985472686,15.075753049143316,-3.033240042776896
ros,214.64403357375593,119.67887703627979,119.78374,132.86586,48.447279999999964,0.4044562308707339,86.81411679813259,48.40486752093575,86.77097389057224,48.377141861205864
osg,780.148144142292,701.8003624452758,2993.91871,5588.507489999979,5160.452739999979,1.7236449081812175,1344.6983762778882,1209.6546212885326,1246.0919887864072,1156.1040712391314
dwe,60.165087329533144,20.224500422456057,74.83464000000001,869.7743300000004,869.7699300000004,11.622557815471556,699.2722059603941,235.06042544902442,699.2711092663685,235.05971791869237
